Reeks,Wedstrijdnr,Datum,Uur,Thuis,Bezoekers,Sporthall,Uitslag,Setstanden,Uitslag reserven,Setstanden reserven
U13 Meisjes Niveau 2 Reeks F,U13MN2F-0001,16/11/2019,09:30,VC FENIKS HAACHT B,VBT MACHELEN C,"Sportcomplex Den Dijk, Haacht (Wespelaar)",3 - 2,"25/23, 25/23, 23/25, 17/25, 15/13",,
U13 Meisjes Niveau 2 Reeks F,U13MN2F-0016,23/11/2019,09:30,VBT MACHELEN C,HZ 93 HOFSTADE-ZEMST.att,,5 - 0,"25/20, 25/2, 25/19, 25/12, 15/10",,
U13 Meisjes Niveau 2 Reeks F,U13MN2F-0003,30/11/2019,09:30,VBT MACHELEN C,SPARTANA STEENOKKERZEEL.att,"Sporthal Bosveld, Machelen",4 - 1,"27/7, 25/14, 25/23, 25/18, 10/15",,
U11 Meisjes 3-3 Niveau 1,U11M 3-3 N1-0003,07/09/2019,16:00,VBT MACHELEN A,N.V.V. TIENEN A,"Sporthal Bosveld, Machelen",1 - 4,"18/25, 8/25, 23/25, 25/20, 7/15",,
U11 Meisjes 3-3 Niveau 1,U11M 3-3 N1-0018,22/09/2019,16:00,N.V.V. TIENEN A,VBT MACHELEN A,"Sportschuur Houtemveld, Tienen",,,,
U11 Meisjes 3-3 Niveau 1,U11M 3-3 N1-0006,28/09/2019,16:00,VBT MACHELEN A,BDO HAASRODE LEUVEN A,"Sporthal Bosveld, Machelen",0 - 5,"13/25, 14/25, 17/25, 13/25, 10/15",,
U11 Meisjes 3-3 Niveau 1,U11M 3-3 N1-0007,05/10/2019,10:30,KRUIKENBURG TERNAT A,VBT MACHELEN A,Sporthal Kruikenburg,3 - 2,"25/17, 25/27, 9/25, 25/19, 15/8",,
U11 Meisjes 3-3 Niveau 1,U11M 3-3 N1-0012,12/10/2019,09:30,VBT MACHELEN A,VC FENIKS HAACHT A,"Sporthal Bosveld, Machelen",2 - 3,"16/25, 24/26, 25/22, 19/25, 15/7",,
U11 Meisjes 3-3 Niveau 1,U11M 3-3 N1-0015,19/10/2019,16:00,VBT MACHELEN A,GOVOK CAMMAERT GOOIK  VZW A,"Sporthal Bosveld, Machelen",1 - 4,"15/25, 25/22, 21/25, 19/25, 12/15",,
U11 Meisjes 3-3 Niveau 1,U11M 3-3 N1-0022,02/11/2019,16:00,VBT MACHELEN A,KRUIKENBURG TERNAT A,"Sporthal Bosveld, Machelen",4 - 1,"25/22, 25/12, 21/25, 25/11, 15/6",,
U11 Meisjes 3-3 Niveau 1,U11M 3-3 N1-0027,09/11/2019,09:30,VC FENIKS HAACHT A,VBT MACHELEN A,"Sportcomplex Den Dijk, Haacht (Wespelaar)",3 - 2,"25/17, 18/25, 25/10, 25/16, 7/15",,
U11 Meisjes 3-3 Niveau 1,U11M 3-3 N1-0021,16/11/2019,14:00,BDO HAASRODE LEUVEN A,VBT MACHELEN A,Sporthal Heverlee,5 - 0,"25/11, 25/19, 25/17, 25/18, 15/4",,
U11 Meisjes 3-3 Niveau 1,U11M 3-3 N1-0030,24/11/2019,15:00,GOVOK CAMMAERT GOOIK  VZW A,VBT MACHELEN A,"Sporthal Koornmolen, Gooik",4 - 1,"27/25, 25/15, 13/25, 25/22, 15/11",,
U11 Meisjes 3-3 Niveau 1,U11M 3-3 N1-0033,30/11/2019,16:00,VBT MACHELEN A,N.V.V. TIENEN A,"Sporthal Bosveld, Machelen",4 - 1,"25/12, 25/17, 20/25, 27/25, 15/3",,
U11 Meisjes 3-3 Niveau 1,U11M 3-3 N1-0036,04/01/2020,16:00,VBT MACHELEN A,BDO HAASRODE LEUVEN A,"Sporthal Bosveld, Machelen",,,,
U11 Meisjes 3-3 Niveau 1,U11M 3-3 N1-0037,11/01/2020,10:30,KRUIKENBURG TERNAT A,VBT MACHELEN A,Sporthal Kruikenburg,,,,
U11 Meisjes 3-3 Niveau 1,U11M 3-3 N1-0042,18/01/2020,16:00,VBT MACHELEN A,VC FENIKS HAACHT A,"Sporthal Bosveld, Machelen",,,,
U11 Meisjes 3-3 Niveau 1,U11M 3-3 N1-0045,25/01/2020,16:00,VBT MACHELEN A,GOVOK CAMMAERT GOOIK  VZW A,"Sporthal Bosveld, Machelen",,,,
U11 Meisjes 3-3 Niveau 1,U11M 3-3 N1-0048,01/02/2020,13:00,N.V.V. TIENEN A,VBT MACHELEN A,"Sportschuur Houtemveld, Tienen",,,,
U11 Meisjes 3-3 Niveau 1,U11M 3-3 N1-0051,08/02/2020,14:00,BDO HAASRODE LEUVEN A,VBT MACHELEN A,Sporthal Heverlee,,,,
U11 Meisjes 3-3 Niveau 1,U11M 3-3 N1-0052,14/03/2020,16:00,VBT MACHELEN A,KRUIKENBURG TERNAT A,"Sporthal Bosveld, Machelen",,,,
U11 Meisjes 3-3 Niveau 1,U11M 3-3 N1-0057,21/03/2020,14:00,VC FENIKS HAACHT A,VBT MACHELEN A,"Sportcomplex Den Dijk, Haacht (Wespelaar)",,,,
U11 Meisjes 3-3 Niveau 1,U11M 3-3 N1-0060,25/04/2020,12:30,GOVOK CAMMAERT GOOIK  VZW A,VBT MACHELEN A,"Sporthal Koornmolen, Gooik",,,,
U11 Meisjes 3-3 Niveau 2 Ronde 2,U11M 3-3 N2 R2-0016,05/01/2020,13:00,GOVOK CAMMAERT GOOIK  VZW,VBT MACHELEN B,"Sporthal Koornmolen, Gooik",,,,
U11 Meisjes 3-3 Niveau 2 Ronde 2,U11M 3-3 N2 R2-0003,11/01/2020,11:30,VBT MACHELEN B,BEVOC BETEKOM,"Sporthal Bosveld, Machelen",,,,
U11 Meisjes 3-3 Niveau 2 Ronde 2,U11M 3-3 N2 R2-0006,19/01/2020,12:00,KRUIKENBURG TERNAT B,VBT MACHELEN B,Sporthal Kruikenburg,,,,
U11 Meisjes 3-3 Niveau 2 Ronde 2,U11M 3-3 N2 R2-0038,25/01/2020,14:00,VBT MACHELEN B,VC MOLENSTEDE A,"Sporthal Bosveld, Machelen",,,,
U11 Meisjes 3-3 Niveau 2 Ronde 2,U11M 3-3 N2 R2-0019,01/02/2020,11:30,VBT MACHELEN B,VOLLEY OPWIJK A,"Sporthal Bosveld, Machelen",,,,
U11 Meisjes 3-3 Niveau 2 Ronde 2,U11M 3-3 N2 R2-0022,08/02/2020,10:30,DE SOLVELDERS TIELT-WINGE,VBT MACHELEN B,Sporthal 't Solveld,,,,
U11 Meisjes 3-3 Niveau 2 Ronde 2,U11M 3-3 N2 R2-0031,07/03/2020,16:30,BEVOC BETEKOM,VBT MACHELEN B,"Sporthal De Tumkens, Betekom",,,,
U11 Meisjes 3-3 Niveau 2 Ronde 2,U11M 3-3 N2 R2-0045,15/03/2020,09:30,VOLLEY OPWIJK A,VBT MACHELEN B,"Sportzaal Vrij Katholiek Onderwijs, Opwijk",,,,
U11 Meisjes 3-3 Niveau 2 Ronde 2,U11M 3-3 N2 R2-0027,28/03/2020,11:30,VBT MACHELEN B,VC LENNIK DAMES,"Sporthal Bosveld, Machelen",,,,
U11 Meisjes 3-3 Niveau 2 Ronde 2,U11M 3-3 N2 R2-0010,26/04/2020,09:30,VC MOLENSTEDE A,VBT MACHELEN B,Sportzaal KTA1,,,,
U11 Meisjes 2-2 Niveau 1 Reeks B,U11M2-2N1B-0001,08/09/2019,11:30,VOLLEYBALCLUB B.V.S. AARSCHOT A,VBT MACHELEN B.att,"Sint-Jozefscollege, Aarschot",4 - 4,"15/25, 25/19, 15/25, 25/23, 25/17, 21/25, 11/25, 25/13",,
U11 Meisjes 2-2 Niveau 1 Reeks B,U11M2-2N1B-0010,29/09/2019,09:30,VC MOLENSTEDE A,VBT MACHELEN B.att,Sportzaal KTA1,0 - 8,"16/25, 17/25, 7/25, 17/25, 11/25, 20/25, 21/25, 20/25",,
U11 Meisjes 2-2 Niveau 1 Reeks B,U11M2-2N1B-0005,05/10/2019,16:00,VBT MACHELEN B.att,VC FENIKS HAACHT B,"Sporthal Bosveld, Machelen",6 - 2,"25/8, 25/16, 14/25, 25/18, 25/11, 25/16, 23/25, 25/20",,
U11 Meisjes 2-2 Niveau 1 Reeks B,U11M2-2N1B-0007,12/10/2019,11:00,BEVOC BETEKOM A.att,VBT MACHELEN B.att,"Ontmoetingscentrum De Tumkens, Betekom",0 - 8,"5/25, 23/25, 13/25, 15/25, 8/25, 24/26, 18/25, 24/26",,
U11 Meisjes 2-2 Niveau 1 Reeks B,U11M2-2N1B-0014,19/10/2019,14:00,KEVOC KEERBERGEN.att,VBT MACHELEN B.att,"Gemeentelijke Sporthal, Keerbergen",4 - 4,"19/25, 25/23, 15/25, 28/26, 25/12, 17/25, 8/25, 25/22",,
U11 Meisjes 2-2 Niveau 1 Reeks B,U11M2-2N1B-0016,02/11/2019,16:00,VBT MACHELEN B.att,VOLLEYBALCLUB B.V.S. AARSCHOT A,"Sporthal Bosveld, Machelen",3 - 5,"25/21, 19/25, 20/25, 25/20, 26/24, 21/25, 14/25, 19/25",,
U11 Meisjes 2-2 Niveau 1 Reeks B,U11M2-2N1B-0020,09/11/2019,11:30,VC FENIKS HAACHT B,VBT MACHELEN B.att,"Sportcomplex Den Dijk, Haacht (Wespelaar)",2 - 6,"22/25, 27/29, 25/12, 20/25, 25/16, 21/25, 14/25, 18/25",,
U11 Meisjes 2-2 Niveau 1 Reeks B,U11M2-2N1B-0022,16/11/2019,16:00,VBT MACHELEN B.att,BEVOC BETEKOM A.att,"Sporthal Bosveld, Machelen",6 - 2,"25/12, 25/15, 25/17, 25/18, 24/26, 25/20, 22/25, 28/26",,
U11 Meisjes 2-2 Niveau 1 Reeks B,U11M2-2N1B-0025,23/11/2019,16:00,VBT MACHELEN B.att,VC MOLENSTEDE A,"Sporthal Bosveld, Machelen",5 - 3,"20/25, 25/9, 25/21, 25/15, 16/25, 20/25, 25/20, 25/9",,
U11 Meisjes 2-2 Niveau 1 Reeks B,U11M2-2N1B-0029,30/11/2019,16:00,VBT MACHELEN B.att,KEVOC KEERBERGEN.att,"Sporthal Bosveld, Machelen",4 - 4,"25/21, 25/20, 25/20, 7/25, 18/25, 22/25, 24/26, 25/19",,
U11 Meisjes 2 tegen 2 Niveau 2A 2de Ronde,U11M2-2N2A R2-0008,04/01/2020,14:00,VBT MACHELEN C,VC ETERNIT KAPELLE O/D BOS,"Sporthal Bosveld, Machelen",,,,
U11 Meisjes 2 tegen 2 Niveau 2A 2de Ronde,U11M2-2N2A R2-0004,11/01/2020,14:00,GRIVOK GRIMBERGEN A,VBT MACHELEN C,"Gem. Sporthal Prinsenbos, Grimbergen",,,,
U11 Meisjes 2 tegen 2 Niveau 2A 2de Ronde,U11M2-2N2A R2-0010,18/01/2020,14:00,VBT MACHELEN C,VCV LEEFDAAL-BERTEM A,"Sporthal Bosveld, Machelen",,,,
U11 Meisjes 2 tegen 2 Niveau 2A 2de Ronde,U11M2-2N2A R2-0002,25/01/2020,14:00,VBT MACHELEN C,V.C. ZAVATH ZAVENTEM,"Sporthal Bosveld, Machelen",,,,
U11 Meisjes 2 tegen 2 Niveau 2A 2de Ronde,U11M2-2N2A R2-0015,01/02/2020,10:00,SMASH NEERIJSE,VBT MACHELEN C,"De Kronkel, Huldenberg",,,,
U11 Meisjes 2 tegen 2 Niveau 2A 2de Ronde,U11M2-2N2A R2-0017,08/02/2020,11:30,V.C. ZAVATH ZAVENTEM,VBT MACHELEN C,"Gemeentelijke Sporthal, Zaventem",,,,
U11 Meisjes 2 tegen 2 Niveau 2A 2de Ronde,U11M2-2N2A R2-0023,01/03/2020,09:30,VC ETERNIT KAPELLE O/D BOS,VBT MACHELEN C,"Sporthal Eternit, Kapelle-op-den-Bos",,,,
U11 Meisjes 2 tegen 2 Niveau 2A 2de Ronde,U11M2-2N2A R2-0019,07/03/2020,14:00,VBT MACHELEN C,GRIVOK GRIMBERGEN A,"Sporthal Bosveld, Machelen",,,,
U11 Meisjes 2 tegen 2 Niveau 2A 2de Ronde,U11M2-2N2A R2-0030,14/03/2020,14:00,VBT MACHELEN C,SMASH NEERIJSE,"Sporthal Bosveld, Machelen",,,,
U11 Meisjes 2 tegen 2 Niveau 2A 2de Ronde,U11M2-2N2A R2-0025,26/04/2020,14:00,VCV LEEFDAAL-BERTEM A,VBT MACHELEN C,"Gemeentelijke Sportzaal, Leefdaal",,,,
U11 Meisjes 2-2 Niveau 2 Reeks E,U11M2-2N2E-0002,07/09/2019,16:00,VBT MACHELEN C.att,VC KNØDDE MEISE A.att,"Sporthal Bosveld, Machelen",6 - 2,"25/18, 25/23, 25/18, 21/25, 25/9, 22/25, 25/21, 28/26",,
U11 Meisjes 2-2 Niveau 2 Reeks E,U11M2-2N2E-0015,28/09/2019,16:00,WOLVERTEM SPORTING.att,VBT MACHELEN C.att,"Sportschuur, Wolvertem",3 - 5,"29/31, 16/25, 15/25, 17/25, 25/22, 27/25, 10/25, 25/13",,
U11 Meisjes 2-2 Niveau 2 Reeks E,U11M2-2N2E-0004,05/10/2019,11:30,GRIVOK GRIMBERGEN A,VBT MACHELEN C.att,"Gem. Sporthal Prinsenbos, Grimbergen",6 - 2,"21/25, 25/20, 25/9, 25/14, 25/20, 25/23, 25/27, 25/19",,
U11 Meisjes 2-2 Niveau 2 Reeks E,U11M2-2N2E-0010,12/10/2019,14:00,VBT MACHELEN C.att,DAATMET LIEDEKERKE B,"Sporthal Bosveld, Machelen",2 - 6,"15/25, 25/21, 19/25, 22/25, 19/25, 25/21, 21/25, 15/25",,
U11 Meisjes 2-2 Niveau 2 Reeks E,U11M2-2N2E-0019,09/11/2019,14:00,VBT MACHELEN C.att,GRIVOK GRIMBERGEN A,"Sporthal Bosveld, Machelen",4 - 4,"25/21, 22/25, 21/25, 26/24, 24/26, 25/17, 18/25, 25/12",,
U11 Meisjes 2-2 Niveau 2 Reeks E,U11M2-2N2E-0017,13/11/2019,17:00,VC KNØDDE MEISE A.att,VBT MACHELEN C.att,Sporthal Meise,5 - 3,"25/23, 22/25, 25/15, 25/17, 16/25, 22/25, 25/23, 25/12",,
U11 Meisjes 2-2 Niveau 2 Reeks E,U11M2-2N2E-0023,17/11/2019,09:30,VC ETERNIT KAPELLE O/D BOS,VBT MACHELEN C.att,"Sporthal Eternit, Kapelle-op-den-Bos",0 - 8,"0/25, 0/25, 0/25, 0/25, 0/25, 0/25, 0/25, 0/25",,
U11 Meisjes 2-2 Niveau 2 Reeks E,U11M2-2N2E-0025,23/11/2019,13:30,DAATMET LIEDEKERKE B,VBT MACHELEN C.att,"Sporthal Heuvelkouter, Liedekerke",3 - 5,"12/25, 25/17, 22/25, 21/25, 26/24, 28/26, 16/25, 17/25",,
U11 Meisjes 2-2 Niveau 2 Reeks E,U11M2-2N2E-0030,30/11/2019,14:00,VBT MACHELEN C.att,WOLVERTEM SPORTING.att,"Sporthal Bosveld, Machelen",6 - 2,"25/19, 25/18, 25/12, 19/25, 25/15, 25/21, 25/7, 19/25",,
U11 Meisjes 2-2 Niveau 2 Reeks E,U11M2-2N2E-0008,07/12/2019,14:00,VBT MACHELEN C.att,VC ETERNIT KAPELLE O/D BOS,"Sporthal Bosveld, Machelen",8 - 0,"25/13, 25/20, 25/9, 25/7, 25/9, 25/8, 25/18, 25/18",,
Jeugdbeker VLBR U19 Jongens,JBVLBR U19J-101,15/11/2019,20:00,DAVOC LOT,VBT MACHELEN,"Vogelenzang, Lot",0 - 3,"19/25, 17/25, 23/25",,
Jeugdbeker VLBR U19 Jongens,JBVLBR U19J-201,04/02/2020,19:30,VBT MACHELEN,KRUIKENBURG TERNAT,"Sporthal Bosveld, Machelen",,,,
Jeugdbeker VLBR U17 Jongens,JBVLBR U17J-104,26/11/2019,19:00,VBT MACHELEN,JEUGDVOLLEYBAL LONDERZEEL,"Sporthal Bosveld, Machelen",3 - 0,"25/6, 25/13, 25/23",,
Jeugdbeker VLBR U17 Jongens,JBVLBR U17J-204,15/01/2020,20:00,VBT MACHELEN,KREG ROTSELAAR,"Sporthal Bosveld, Machelen",,,,
Jeugdbeker VLBR U15 Jongens,JBVLBR U15J-101,21/12/2019,09:30,VC FENIKS HAACHT,VBT MACHELEN,"Sportcomplex Den Dijk, Haacht (Wespelaar)",0 - 3,"15/25, 18/25, 10/25",,
Jeugdbeker VLBR U15 Jongens,JBVLBR U15J-201,09/02/2020,23:00,VBT MACHELEN,VOLANZO LANDEN-ZOUTLEEUW,,,,,
Jeugdbeker VLBR U13 Jongens,JBVLBR U13J-002,22/09/2019,10:30,VBT MACHELEN,KRUIKENBURG TERNAT A,"Sporthal Bosveld, Machelen",3 - 0,"25/9, 25/15, 25/22",,
Jeugdbeker VLBR U13 Jongens,JBVLBR U13J-105,21/12/2019,14:00,VBT MACHELEN,KREG ROTSELAAR,"Sporthal Bosveld, Machelen",3 - 0,"25/11, 25/22, 25/14",,
Jeugdbeker VLBR U13 Jongens,JBVLBR U13J-203,09/02/2020,23:00,VBT MACHELEN,VOLLEY THOR TERVUREN,,,,,
Jeugdbeker VLBR U11 Jongens,JBVLBR U11J-204,09/02/2020,23:00,VBT MACHELEN,KRUIKENBURG TERNAT,"Sporthal Bosveld, Machelen",,,,
Jeugdbeker VLBR U17 Meisjes,JBVLBR U17M-101,21/12/2019,10:00,VBT MACHELEN,VOLLEY OPWIJK,"Sporthal Bosveld, Machelen",0 - 3,"20/25, 12/25, 22/25",,
Jeugdbeker VLBR U15 Meisjes,JBVLBR U15M-001,13/10/2019,17:00,VOLANZO LANDEN-ZOUTLEEUW,VBT MACHELEN,"Stadshal, Landen",3 - 0,"25/7, 25/17, 25/12",,
Jeugdbeker VLBR U13 Meisjes,JBVLBR U13M-108,07/12/2019,17:00,VC KNØDDE MEISE A,VBT MACHELEN,Sporthal Meise,0 - 3,"8/25, 13/25, 11/25",,
Jeugdbeker VLBR U13 Meisjes,JBVLBR U13M-204,09/02/2020,23:00,BEVOC BETEKOM,VBT MACHELEN,,,,,
Jeugdbeker VLBR U11 Meisjes,JBVLBR U11M-107,07/12/2019,16:00,VBT MACHELEN,GOVOK CAMMAERT GOOIK  VZW,"Sporthal Bosveld, Machelen",3 - 2,"23/25, 25/15, 20/25, 25/16, 16/14",,
Jeugdbeker VLBR U11 Meisjes,JBVLBR U11M-204,09/02/2020,23:00,VBT MACHELEN,VOLLEY SCHEPDAAL VZW,,,,,
